Date,S&P PUT-CALL RATIO,S&P PUT VOLUME,S&P CALL VOLUME,PREV. DAY OPEN INTEREST
2015-06-24,1.91,507046.0,265931.0,772977.0
2015-06-23,2.34,407139.0,174027.0,581166.0
2015-06-22,1.88,509817.0,271867.0,781684.0
2015-06-19,2.47,659634.0,266708.0,926342.0
2015-06-18,1.31,743906.0,569298.0,1313204.0
2015-06-17,2.15,589702.0,274872.0,864574.0
2015-06-16,1.58,456344.0,288588.0,744932.0
2015-06-15,1.8,531801.0,294662.0,826463.0
2015-06-12,1.91,699050.0,365477.0,1064527.0
2015-06-11,1.95,475568.0,243259.0,718827.0
2015-06-10,2.01,582371.0,289198.0,871569.0
2015-06-09,2.09,533464.0,255580.0,789044.0
2015-06-08,1.92,566791.0,294443.0,861234.0
2015-06-05,2.15,770510.0,358713.0,1129223.0
2015-06-04,2.98,897940.0,301140.0,1199080.0
2015-06-03,1.8,370701.0,205937.0,576638.0
2015-06-02,2.45,487200.0,199211.0,686411.0
2015-06-01,1.71,430782.0,251751.0,682533.0
2015-05-29,2.67,699302.0,262324.0,961626.0
2015-05-28,2.17,454184.0,209548.0,663732.0
2015-05-27,1.6,470704.0,293684.0,764388.0
2015-05-26,1.96,599426.0,305688.0,905114.0
2015-05-22,1.97,537103.0,272984.0,810087.0
2015-05-21,1.57,412380.0,263005.0,675385.0
2015-05-20,2.32,489025.0,210718.0,699743.0
2015-05-19,1.54,351924.0,228105.0,580029.0
2015-05-18,1.85,520762.0,281179.0,801941.0
2015-05-15,2.39,578090.0,241470.0,819560.0
2015-05-14,1.33,562169.0,424206.0,986375.0
2015-05-13,1.9,367605.0,192969.0,560574.0
2015-05-12,2.74,598879.0,218570.0,817449.0
2015-05-11,1.97,447549.0,227239.0,674788.0
2015-05-08,1.66,661166.0,398738.0,1059904.0
2015-05-07,1.66,515907.0,309952.0,825859.0
2015-05-06,1.86,614448.0,330094.0,944542.0
2015-05-05,2.14,488655.0,228035.0,716690.0
2015-05-04,2.38,448116.0,188339.0,636455.0
2015-05-01,1.87,694633.0,372035.0,1066668.0
2015-04-30,2.14,666001.0,310820.0,976821.0
2015-04-29,1.85,478893.0,259474.0,738367.0
2015-04-28,1.53,317604.0,207558.0,525162.0
2015-04-27,2.01,500823.0,248863.0,749686.0
2015-04-24,1.44,558373.0,386993.0,945366.0
2015-04-23,2.16,536192.0,248554.0,784746.0
2015-04-22,2.01,400890.0,199217.0,600107.0
2015-04-21,1.72,382469.0,222436.0,604905.0
2015-04-20,2.01,332148.0,165098.0,497246.0
2015-04-17,2.46,819693.0,333427.0,1153120.0
2015-04-16,1.62,463949.0,286843.0,750792.0
2015-04-15,1.53,594675.0,388759.0,983434.0
2015-04-14,1.9,443842.0,233525.0,677367.0
2015-04-13,1.55,424125.0,274456.0,698581.0
2015-04-10,2.04,667892.0,326646.0,994538.0
2015-04-09,1.88,473007.0,251393.0,724400.0
2015-04-08,2.17,385557.0,178080.0,563637.0
2015-04-07,1.58,413645.0,261044.0,674689.0
2015-04-06,2.09,400368.0,191699.0,592067.0
2015-04-02,1.9,467960.0,246850.0,714810.0
2015-04-01,2.23,589907.0,263953.0,853860.0
2015-03-31,1.69,424457.0,251322.0,675779.0
2015-03-30,2.12,536716.0,253252.0,789968.0
2015-03-27,1.89,584344.0,309385.0,893729.0
2015-03-26,1.82,682322.0,375404.0,1057726.0
2015-03-25,2.07,551465.0,265986.0,817451.0
2015-03-24,1.97,470538.0,239087.0,709625.0
2015-03-23,1.91,411746.0,215216.0,626962.0
2015-03-20,1.57,600028.0,383346.0,983374.0
2015-03-19,1.39,662196.0,474776.0,1136972.0
2015-03-18,2.21,810139.0,366202.0,1176341.0
2015-03-17,1.5,329087.0,218964.0,548051.0
2015-03-16,1.79,479579.0,267664.0,747243.0
2015-03-13,2.09,694944.0,331765.0,1026709.0
2015-03-12,1.9,466340.0,245455.0,711795.0
2015-03-11,2.26,548603.0,242495.0,791098.0
2015-03-10,1.67,723353.0,433070.0,1156423.0
2015-03-09,2.07,386090.0,186280.0,572370.0
2015-03-06,2.15,852724.0,397491.0,1250215.0
2015-03-05,2.04,339176.0,166609.0,505785.0
2015-03-04,1.98,466007.0,235383.0,701390.0
2015-03-03,2.54,462254.0,181981.0,644235.0
2015-03-02,1.97,398007.0,201838.0,599845.0
2015-02-27,2.03,650926.0,320577.0,971503.0
2015-02-26,1.97,375020.0,190112.0,565132.0
2015-02-25,1.89,554988.0,293878.0,848866.0
2015-02-24,2.08,615948.0,296780.0,912728.0
2015-02-23,1.55,374905.0,242287.0,617192.0
2015-02-20,1.78,586675.0,330429.0,917104.0
2015-02-19,1.46,596989.0,408788.0,1005777.0
2015-02-18,2.19,773750.0,352627.0,1126377.0
2015-02-17,1.74,482654.0,277384.0,760038.0
2015-02-13,1.97,718077.0,365246.0,1083323.0
2015-02-12,1.56,556697.0,356497.0,913194.0
2015-02-11,1.85,431492.0,233132.0,664624.0
2015-02-10,1.68,452752.0,268715.0,721467.0
2015-02-09,1.9,500183.0,263765.0,763948.0
2015-02-06,1.76,952765.0,540680.0,1493445.0
2015-02-05,1.73,510099.0,295066.0,805165.0
2015-02-04,2.25,444060.0,197209.0,641269.0
2015-02-03,1.94,631515.0,324970.0,956485.0
2015-02-02,1.63,517383.0,317856.0,835239.0
2015-01-30,2.53,848370.0,335027.0,1183397.0
2015-01-29,1.99,775728.0,390091.0,1165819.0
2015-01-28,1.78,516112.0,290123.0,806235.0
2015-01-27,1.85,460497.0,248562.0,709059.0
2015-01-26,1.8,402960.0,224307.0,627267.0
2015-01-23,1.93,765700.0,397370.0,1163070.0
2015-01-22,1.86,600534.0,322789.0,923323.0
2015-01-21,2.03,605587.0,298892.0,904479.0
2015-01-20,2.03,434068.0,213535.0,647603.0
2015-01-16,2.15,789481.0,366832.0,1156313.0
2015-01-15,1.71,703734.0,412082.0,1115816.0
2015-01-14,2.0,728716.0,365148.0,1093864.0
2015-01-13,1.58,556711.0,352775.0,909486.0
2015-01-12,2.39,422785.0,176786.0,599571.0
2015-01-09,2.04,685057.0,335827.0,1020884.0
2015-01-08,1.71,674509.0,393823.0,1068332.0
2015-01-07,1.59,593878.0,373175.0,967053.0
2015-01-06,1.92,754945.0,393452.0,1148397.0
2015-01-05,2.19,826362.0,377029.0,1203391.0
2015-01-02,2.6,789157.0,303486.0,1092643.0
2014-12-31,1.48,577288.0,391298.0,968586.0
2014-12-30,1.8,580701.0,321781.0,902482.0
2014-12-29,1.34,355021.0,265433.0,620454.0
2014-12-26,1.09,422639.0,386234.0,808873.0
2014-12-24,1.62,275937.0,169843.0,445780.0
2014-12-23,1.85,510516.0,276001.0,786517.0
2014-12-22,1.53,474255.0,308987.0,783242.0
2014-12-19,1.7,946019.0,557587.0,1503606.0
2014-12-18,1.05,764595.0,725399.0,1489994.0
2014-12-17,2.63,1081379.0,411255.0,1492634.0
2014-12-16,2.04,832336.0,408655.0,1240991.0
2014-12-15,2.46,913199.0,371125.0,1284324.0
2014-12-12,2.49,1072264.0,430079.0,1502343.0
2014-12-11,1.79,576418.0,321709.0,898127.0
2014-12-10,1.99,636595.0,319609.0,956204.0
2014-12-09,1.94,562163.0,289599.0,851762.0
2014-12-08,2.11,616730.0,291707.0,908437.0
2014-12-05,1.92,752576.0,391796.0,1144372.0
2014-12-04,1.77,495291.0,279695.0,774986.0
2014-12-03,1.24,380244.0,306697.0,686941.0
2014-12-02,2.01,395327.0,197016.0,592343.0
2014-12-01,2.48,517044.0,208067.0,725111.0
2014-11-28,2.31,524876.0,227338.0,752214.0
2014-11-26,1.58,409158.0,258151.0,667309.0
2014-11-25,2.07,409023.0,197803.0,606826.0
2014-11-24,1.68,389109.0,231246.0,620355.0
2014-11-21,1.58,718271.0,454439.0,1172710.0
2014-11-20,2.16,628570.0,290682.0,919252.0
2014-11-19,1.79,564394.0,314800.0,879194.0
2014-11-18,1.45,567894.0,391010.0,958904.0
2014-11-17,1.86,436488.0,235241.0,671729.0
2014-11-14,1.73,546986.0,316192.0,863178.0
2014-11-13,1.46,611926.0,418843.0,1030769.0
2014-11-12,1.32,427243.0,324780.0,752023.0
2014-11-11,1.66,397231.0,239760.0,636991.0
2014-11-10,1.53,474861.0,309617.0,784478.0
2014-11-07,1.64,576462.0,352177.0,928639.0
2014-11-06,1.24,535570.0,430195.0,965765.0
2014-11-05,1.47,468562.0,317994.0,786556.0
2014-11-04,1.4,388788.0,277736.0,666524.0
2014-11-03,1.63,595669.0,366193.0,961862.0
2014-10-31,1.04,896095.0,865128.0,1761223.0
2014-10-30,1.85,593449.0,320980.0,914429.0
2014-10-29,1.41,720535.0,510539.0,1231074.0
2014-10-28,1.66,726043.0,437977.0,1164020.0
2014-10-27,1.73,446703.0,257946.0,704649.0
2014-10-24,1.68,484745.0,288814.0,773559.0
2014-10-23,1.41,626925.0,444288.0,1071213.0
2014-10-22,2.22,865409.0,390312.0,1255721.0
2014-10-21,1.87,1035058.0,552970.0,1588028.0
2014-10-20,2.3,638039.0,277864.0,915903.0
2014-10-17,2.74,954826.0,348509.0,1303335.0
2014-10-16,2.13,1312033.0,614887.0,1926920.0
2014-10-15,2.46,1901959.0,774105.0,2676064.0
2014-10-14,2.4,1186923.0,494080.0,1681003.0
2014-10-13,2.38,1270411.0,533081.0,1803492.0
2014-10-10,2.44,1113738.0,457040.0,1570778.0
2014-10-09,2.09,795080.0,380568.0,1175648.0
2014-10-08,1.59,756594.0,475316.0,1231910.0
2014-10-07,2.09,605349.0,289557.0,894906.0
2014-10-06,2.05,473374.0,230905.0,704279.0
2014-10-03,2.02,707309.0,349946.0,1057255.0
2014-10-02,1.55,785525.0,506282.0,1291807.0
2014-10-01,1.83,884404.0,482995.0,1367399.0
2014-09-30,2.11,552515.0,262030.0,814545.0
2014-09-29,2.78,535942.0,192989.0,728931.0
2014-09-26,2.47,730548.0,296188.0,1026736.0
2014-09-25,1.79,719361.0,402419.0,1121780.0
2014-09-24,1.5,477349.0,318366.0,795715.0
2014-09-23,2.11,458258.0,217573.0,675831.0
2014-09-22,1.62,522038.0,321438.0,843476.0
2014-09-19,2.07,710750.0,343478.0,1054228.0
2014-09-18,1.57,557697.0,355465.0,913162.0
2014-09-17,1.49,555120.0,371817.0,926937.0
2014-09-16,1.4,483994.0,345070.0,829064.0
2014-09-15,2.19,511734.0,233310.0,745044.0
2014-09-12,2.07,729577.0,352447.0,1082024.0
2014-09-11,2.05,510311.0,248969.0,759280.0
2014-09-10,2.64,474155.0,179921.0,654076.0
2014-09-09,2.28,450614.0,197242.0,647856.0
2014-09-08,1.59,380953.0,239785.0,620738.0
2014-09-05,2.02,627981.0,310773.0,938754.0
2014-09-04,1.47,550182.0,375513.0,925695.0
2014-09-03,1.53,390117.0,254761.0,644878.0
2014-09-02,1.76,367277.0,208462.0,575739.0
2014-08-29,2.39,543310.0,227773.0,771083.0
2014-08-28,1.68,416379.0,247478.0,663857.0
2014-08-27,1.57,308872.0,196809.0,505681.0
2014-08-26,1.24,329947.0,266323.0,596270.0
2014-08-25,1.38,359675.0,259715.0,619390.0
2014-08-22,2.15,602436.0,280042.0,882478.0
2014-08-21,1.49,500747.0,336674.0,837421.0
2014-08-20,1.21,511149.0,422290.0,933439.0
2014-08-19,1.74,538864.0,308841.0,847705.0
2014-08-18,1.64,514947.0,314080.0,829027.0
2014-08-15,2.72,908469.0,334363.0,1242832.0
2014-08-14,1.84,594468.0,322255.0,916723.0
2014-08-13,1.53,459483.0,301285.0,760768.0
2014-08-12,1.79,600950.0,335051.0,936001.0
2014-08-11,2.06,491209.0,238046.0,729255.0
2014-08-08,2.18,726756.0,334012.0,1060768.0
2014-08-07,2.04,786975.0,386229.0,1173204.0
2014-08-06,2.22,547500.0,246158.0,793658.0
2014-08-05,2.36,603013.0,255745.0,858758.0
2014-08-04,2.7,676478.0,250467.0,926945.0
2014-08-01,2.36,1179694.0,500491.0,1680185.0
2014-07-31,1.95,988017.0,507209.0,1495226.0
2014-07-30,1.59,439519.0,276877.0,716396.0
2014-07-29,1.78,341154.0,191605.0,532759.0
2014-07-28,1.86,350412.0,188557.0,538969.0
2014-07-25,2.51,649891.0,258814.0,908705.0
2014-07-24,1.96,586755.0,299892.0,886647.0
2014-07-23,1.42,367996.0,258303.0,626299.0
2014-07-22,1.64,355484.0,216831.0,572315.0
2014-07-21,2.72,437612.0,160938.0,598550.0
2014-07-18,2.43,700430.0,288549.0,988979.0
2014-07-17,2.12,783129.0,369153.0,1152282.0
2014-07-16,2.24,764651.0,341401.0,1106052.0
2014-07-15,1.65,438173.0,265748.0,703921.0
2014-07-14,1.45,405099.0,279610.0,684709.0
2014-07-11,2.61,720769.0,275937.0,996706.0
2014-07-10,1.85,524277.0,282690.0,806967.0
2014-07-09,2.49,392675.0,157515.0,550190.0
2014-07-08,1.95,569337.0,292015.0,861352.0
2014-07-07,2.49,471621.0,189564.0,661185.0
2014-07-03,1.88,492167.0,261956.0,754123.0
2014-07-02,1.79,494182.0,276813.0,770995.0
2014-07-01,1.33,602641.0,452576.0,1055217.0
2014-06-30,2.31,493264.0,213567.0,706831.0
2014-06-27,2.01,524110.0,260376.0,784486.0
2014-06-26,2.07,446847.0,216351.0,663198.0
2014-06-25,2.05,382202.0,186721.0,568923.0
2014-06-24,1.89,498531.0,263329.0,761860.0
2014-06-23,2.02,375457.0,185477.0,560934.0
2014-06-20,1.89,641841.0,340278.0,982119.0
2014-06-19,1.55,703681.0,452927.0,1156608.0
2014-06-18,1.94,852245.0,439222.0,1291467.0
2014-06-17,1.88,541761.0,288270.0,830031.0
2014-06-16,2.15,443223.0,206001.0,649224.0
2014-06-13,1.81,484080.0,267852.0,751932.0
2014-06-12,1.73,501515.0,290130.0,791645.0
2014-06-11,1.54,390577.0,253892.0,644469.0
2014-06-10,1.66,459406.0,277407.0,736813.0
2014-06-09,1.2,461967.0,386120.0,848087.0
2014-06-06,1.36,684096.0,502929.0,1187025.0
2014-06-05,1.17,696200.0,594502.0,1290702.0
2014-06-04,1.35,430763.0,318383.0,749146.0
2014-06-03,1.99,393795.0,198245.0,592040.0
2014-06-02,1.67,467548.0,279271.0,746819.0
2014-05-30,1.47,478577.0,325702.0,804279.0
2014-05-29,1.02,463415.0,452256.0,915671.0
2014-05-28,1.72,401068.0,232814.0,633882.0
2014-05-27,1.9,474676.0,249249.0,723925.0
2014-05-23,1.31,455566.0,347853.0,803419.0
2014-05-22,1.53,369040.0,240673.0,609713.0
2014-05-21,2.16,670673.0,310986.0,981659.0
2014-05-20,2.15,421560.0,196209.0,617769.0
2014-05-19,2.2,356748.0,162028.0,518776.0
2014-05-16,1.73,583108.0,337975.0,921083.0
2014-05-15,1.47,783393.0,532711.0,1316104.0
2014-05-14,1.75,592626.0,337931.0,930557.0
2014-05-13,1.23,392833.0,318798.0,711631.0
2014-05-12,1.35,425203.0,315575.0,740778.0
2014-05-09,1.56,430956.0,276307.0,707263.0
2014-05-08,1.42,424687.0,299608.0,724295.0
2014-05-07,1.28,275867.0,214944.0,490811.0
2014-05-06,1.35,337141.0,249485.0,586626.0
2014-05-05,1.5,329243.0,220143.0,549386.0
2014-05-02,1.79,503623.0,280676.0,784299.0
2014-05-01,1.72,514562.0,299180.0,813742.0
2014-04-30,1.76,265108.0,151004.0,416112.0
2014-04-29,1.34,264942.0,197123.0,462065.0
2014-04-28,1.37,292751.0,214399.0,507150.0
2014-04-25,2.54,563814.0,221646.0,785460.0
2014-04-24,1.7,362648.0,213856.0,576504.0
2014-04-23,1.72,270329.0,157419.0,427748.0
2014-04-22,1.18,485764.0,410800.0,896564.0
2014-04-21,1.76,323904.0,183985.0,507889.0
2014-04-17,1.47,503179.0,341480.0,844659.0
2014-04-16,1.49,681250.0,458350.0,1139600.0
2014-04-15,1.54,577596.0,374710.0,952306.0
2014-04-14,2.62,571339.0,217709.0,789048.0
2014-04-11,1.95,901887.0,462832.0,1364719.0
2014-04-10,1.64,596914.0,363175.0,960089.0
2014-04-09,1.45,360852.0,248728.0,609580.0
2014-04-08,1.67,354733.0,212424.0,567157.0
2014-04-07,1.59,560916.0,353801.0,914717.0
2014-04-04,1.77,776521.0,437552.0,1214073.0
2014-04-03,1.21,377733.0,312567.0,690300.0
2014-04-02,1.13,395656.0,349643.0,745299.0
2014-04-01,2.16,485731.0,224810.0,710541.0
2014-03-31,1.39,374516.0,270271.0,644787.0
2014-03-28,1.89,602415.0,318836.0,921251.0
2014-03-27,1.63,464904.0,285929.0,750833.0
2014-03-26,1.95,530666.0,272239.0,802905.0
2014-03-25,1.79,328649.0,183927.0,512576.0
2014-03-24,1.85,451650.0,244383.0,696033.0
2014-03-21,1.97,604160.0,306939.0,911099.0
2014-03-20,1.71,593705.0,348153.0,941858.0
2014-03-19,1.42,542595.0,381996.0,924591.0
